Long,Lat,#,Time
96:37:34.9,-49:50:44.5,994,1587487532.760798
96:59:38.1,-49:46:31.1,995,1587487536.368296
97:16:07.8,-49:43:18.1,996,1587487539.9767637
97:38:03.8,-49:38:56.8,997,1587487543.5848994
97:59:55.7,-49:34:30.9,998,1587487547.1932082
98:16:16.9,-49:31:08.6,999,1587487550.801045
98:38:01.5,-49:26:34.9,1000,1587487554.408402
98:59:41.8,-49:21:56.8,1001,1587487558.0162966
99:15:54.2,-49:18:25.3,1002,1587487561.6495311
99:37:26.9,-49:13:39.4,1003,1587487565.2313602
99:53:33.6,-49:10:02.1,1004,1587487568.83994
100:14:58.6,-49:05:08.6,1005,1587487572.4873834
100:36:19.2,-49:00:10.7,1006,1587487576.0909631
100:52:16.8,-48:56:24.5,1007,1587487579.699094
101:13:29.5,-48:51:19.1,1008,1587487583.273696
101:29:21.1,-48:47:27.3,1009,1587487586.881118
101:50:25.8,-48:42:14.5,1010,1587487590.4883847
102:11:26.0,-48:36:57.5,1011,1587487594.0966895
102:27:08.1,-48:32:57.0,1012,1587487597.7048013
102:48:00.2,-48:27:32.6,1013,1587487601.312848
103:03:36.1,-48:23:26.7,1014,1587487604.9207587
103:24:20.0,-48:17:55.1,1015,1587487608.5289767
103:44:59.1,-48:12:19.5,1016,1587487612.1374454
104:00:25.3,-48:08:05.1,1017,1587487615.7442803
104:20:56.1,-48:02:22.4,1018,1587487619.351293
104:36:16.0,-47:58:02.8,1019,1587487622.9267333
104:56:38.4,-47:52:13.1,1020,1587487626.534985
105:16:56.0,-47:46:19.4,1021,1587487630.1442428
105:32:06.0,-47:41:51.6,1022,1587487633.7549555
105:52:15.1,-47:35:51.0,1023,1587487637.3578064
106:07:18.6,-47:31:18.1,1024,1587487640.9653642
106:27:19.2,-47:25:10.8,1025,1587487644.573802
106:47:14.8,-47:18:59.7,1026,1587487648.1821978
107:02:08.3,-47:14:18.9,1027,1587487651.7898576
107:21:55.3,-47:08:01.1,1028,1587487655.3642328
107:36:42.3,-47:03:15.3,1029,1587487658.9718316
107:56:20.7,-46:56:51.0,1030,1587487662.5794003
108:15:54.1,-46:50:23.0,1031,1587487666.1544654
108:30:30.9,-46:45:29.6,1032,1587487669.7614062
108:49:55.6,-46:38:55.2,1033,1587487673.3695822
109:04:25.9,-46:33:57.0,1034,1587487676.9770038
109:23:41.9,-46:27:16.3,1035,1587487680.551848
109:42:53.0,-46:20:32.0,1036,1587487684.1606958
109:57:12.9,-46:15:26.4,1037,1587487687.7681196
110:16:15.2,-46:08:36.0,1038,1587487691.3761704
110:30:28.7,-46:03:25.8,1039,1587487694.9836683
110:49:22.2,-45:56:29.2,1040,1587487698.5593255
111:08:10.8,-45:49:29.2,1041,1587487702.166743
111:22:14.0,-45:44:12.0,1042,1587487705.774932
111:40:53.8,-45:37:06.0,1043,1587487709.3480382
111:54:50.4,-45:31:44.3,1044,1587487712.956328
112:13:21.5,-45:24:32.4,1045,1587487716.5647259
112:31:47.6,-45:17:17.3,1046,1587487720.1732883
112:45:33.9,-45:11:48.7,1047,1587487723.784902
113:03:51.3,-45:04:27.8,1048,1587487727.3881721
113:17:31.1,-44:58:55.0,1049,1587487730.9957447
113:35:39.8,-44:51:28.5,1050,1587487734.6035826
113:53:43.6,-44:43:58.7,1051,1587487738.2113113
114:07:13.2,-44:38:19.3,1052,1587487741.8545768
114:25:08.3,-44:30:44.1,1053,1587487745.4280682
114:42:58.5,-44:23:05.7,1054,1587487749.0423856
114:56:17.8,-44:17:19.9,1055,1587487752.6788871
115:13:59.4,-44:09:36.1,1056,1587487756.2861671
115:27:12.4,-44:03:46.3,1057,1587487759.894564
115:44:45.3,-43:55:57.2,1058,1587487763.5014095
116:02:13.4,-43:48:05.1,1059,1587487767.0762458
116:15:16.3,-43:42:09.1,1060,1587487770.6839476
116:32:35.9,-43:34:11.9,1061,1587487774.2917154
116:45:32.4,-43:28:12.0,1062,1587487777.8997293
117:02:43.5,-43:20:09.7,1063,1587487781.4744213
117:19:49.8,-43:12:04.5,1064,1587487785.081781
117:32:36.4,-43:05:58.7,1065,1587487788.6568203
117:49:34.3,-42:57:48.5,1066,1587487792.2309892
118:02:14.6,-42:51:39.0,1067,1587487795.839792
118:19:04.2,-42:43:23.9,1068,1587487799.4482949
118:35:49.0,-42:35:06.1,1069,1587487803.0558927
118:48:19.5,-42:28:50.9,1070,1587487806.6639087
119:04:56.0,-42:20:28.3,1071,1587487810.2713645
119:17:20.4,-42:14:09.6,1072,1587487813.879465
119:33:48.7,-42:05:42.3,1073,1587487817.487435
119:50:12.4,-41:57:12.4,1074,1587487821.0948226
120:02:27.2,-41:50:48.2,1075,1587487824.669269
120:18:42.7,-41:42:13.7,1076,1587487828.2778687
120:30:51.4,-41:35:46.1,1077,1587487831.8852637
120:51:00.1,-41:24:57.0,1078,1587487836.1921506
121:03:01.9,-41:18:25.6,1079,1587487839.7995973
121:19:00.3,-41:09:41.5,1080,1587487843.3747315
121:30:56.2,-41:03:06.9,1081,1587487846.9815624
121:46:46.7,-40:54:18.5,1082,1587487850.589561
122:02:32.7,-40:45:27.6,1083,1587487854.166095
122:14:19.3,-40:38:47.9,1084,1587487857.772415
122:29:57.6,-40:29:52.9,1085,1587487861.3860028
122:41:38.3,-40:23:10.0,1086,1587487864.9887228
122:57:08.9,-40:14:10.8,1087,1587487868.5637496
123:12:35.0,-40:05:09.2,1088,1587487872.1838675
123:24:06.7,-39:58:21.5,1089,1587487875.7815633
123:39:25.2,-39:49:15.9,1090,1587487879.3901823
123:50:51.3,-39:42:25.3,1091,1587487882.9647143
124:06:02.3,-39:33:15.7,1092,1587487886.572151
124:21:09.0,-39:24:03.9,1093,1587487890.179194
124:32:26.2,-39:17:08.5,1094,1587487893.761211
124:47:25.5,-39:07:52.9,1095,1587487897.3609378
124:58:37.2,-39:00:54.7,1096,1587487900.9683986
125:13:29.2,-38:51:35.2,1097,1587487904.5762954
125:28:17.0,-38:42:13.5,1098,1587487908.1837652
125:39:20.1,-38:35:10.9,1099,1587487911.7915819
125:54:00.6,-38:25:45.6,1100,1587487915.3991897
126:08:37.1,-38:16:18.2,1101,1587487919.0076556
126:19:31.8,-38:09:11.3,1102,1587487922.6157262
126:34:01.2,-37:59:40.2,1103,1587487926.2233481
126:44:50.6,-37:52:30.6,1104,1587487929.835351
126:59:13.0,-37:42:56.1,1105,1587487933.4382486
127:13:31.4,-37:33:19.5,1106,1587487937.0466917
127:24:12.6,-37:26:05.8,1107,1587487940.6548913
127:38:24.1,-37:16:25.8,1108,1587487944.2629461
127:49:00.2,-37:09:09.5,1109,1587487947.870844
128:03:04.9,-36:59:26.1,1110,1587487951.4454463
128:17:05.8,-36:49:40.9,1111,1587487955.053555
128:27:33.9,-36:42:20.7,1112,1587487958.6614316
128:41:28.1,-36:32:32.1,1113,1587487962.2695324
128:51:51.2,-36:25:09.4,1114,1587487965.8782125
129:05:38.8,-36:15:17.6,1115,1587487969.486495
129:19:22.6,-36:05:24.0,1116,1587487973.0943618
129:29:38.1,-35:57:57.6,1117,1587487976.7012866
129:43:15.5,-35:48:00.8,1118,1587487980.3090796
129:53:26.1,-35:40:32.1,1119,1587487983.8838596
130:06:57.1,-35:30:32.2,1120,1587487987.4578288
130:20:24.5,-35:20:30.6,1121,1587487991.0653296
130:30:27.7,-35:12:58.3,1122,1587487994.6741014
130:43:48.8,-35:02:53.7,1123,1587487998.2817452
130:53:47.3,-34:55:19.2,1124,1587488001.889215
131:07:02.3,-34:45:11.6,1125,1587488005.464385
131:20:13.7,-34:35:02.4,1126,1587488009.0713627
131:30:05.0,-34:27:24.4,1127,1587488012.6790776
131:43:10.5,-34:17:12.4,1128,1587488016.2876985
131:52:57.3,-34:09:32.3,1129,1587488019.8968272
132:05:56.7,-33:59:17.4,1130,1587488023.504695
132:18:52.8,-33:49:00.9,1131,1587488027.112731
132:28:32.7,-33:41:17.5,1132,1587488030.7197177
132:41:22.9,-33:30:58.3,1133,1587488034.3278065
132:50:58.5,-33:23:12.9,1134,1587488037.9357202
133:03:43.0,-33:12:51.1,1135,1587488041.54436
133:16:24.2,-33:02:27.7,1136,1587488045.152401
133:25:53.0,-32:54:39.1,1137,1587488048.7598686
133:38:28.6,-32:44:13.1,1138,1587488052.403841
133:51:01.0,-32:33:45.7,1139,1587488056.0111778
134:00:23.3,-32:25:54.1,1140,1587488059.6214325
134:12:50.2,-32:15:24.1,1141,1587488063.2280443
134:22:08.4,-32:07:30.7,1142,1587488066.836822
134:34:29.9,-31:56:58.2,1143,1587488070.4445999
134:46:48.3,-31:46:24.3,1144,1587488074.0518277
134:56:00.2,-31:38:28.0,1145,1587488077.6592455
135:08:13.3,-31:27:51.7,1146,1587488081.2689214
135:17:21.2,-31:19:53.6,1147,1587488084.875375
135:29:29.2,-31:09:14.9,1148,1587488088.4835699
135:41:34.2,-30:58:34.9,1149,1587488092.0908237
135:50:36.0,-30:50:34.0,1150,1587488095.6988475
136:02:35.9,-30:39:51.7,1151,1587488099.3094134
136:11:33.9,-30:31:49.1,1152,1587488102.9147708
136:23:28.8,-30:21:04.5,1153,1587488106.522193
136:35:20.8,-30:10:18.7,1154,1587488110.1300168
136:44:13.0,-30:02:13.5,1155,1587488113.705211
136:56:00.2,-29:51:25.5,1156,1587488117.3132217
137:04:48.7,-29:43:18.6,1157,1587488120.9210005
137:16:31.0,-29:32:28.4,1158,1587488124.5281954
137:28:10.6,-29:21:37.0,1159,1587488128.141184
137:36:53.6,-29:13:27.7,1160,1587488131.7448747
137:48:28.5,-29:02:34.2,1161,1587488135.3528767
137:57:07.9,-28:54:23.3,1162,1587488138.9612403
138:08:38.2,-28:43:27.8,1163,1587488142.5693002
138:20:05.9,-28:32:31.1,1164,1587488146.1444793
138:28:39.9,-28:24:17.8,1165,1587488149.752922
138:40:03.1,-28:13:19.2,1166,1587488153.3278434
138:48:33.8,-28:05:04.4,1167,1587488156.935562
138:59:52.5,-27:54:03.8,1168,1587488160.5445337
139:11:08.7,-27:43:02.1,1169,1587488164.1576235
139:19:34.3,-27:34:45.1,1170,1587488167.7581625
139:30:46.2,-27:23:41.4,1171,1587488171.3666363
139:39:08.5,-27:15:23.0,1172,1587488174.974951
139:50:16.2,-27:04:17.6,1173,1587488178.5833268
140:01:21.4,-26:53:11.0,1174,1587488182.1909146
140:09:38.8,-26:44:50.5,1175,1587488185.7984505
140:20:39.9,-26:33:42.2,1176,1587488189.406713
140:31:38.7,-26:22:32.8,1177,1587488193.014108
140:39:51.3,-26:14:10.2,1178,1587488196.6212199
140:50:46.0,-26:02:59.1,1179,1587488200.2290905
140:58:55.6,-25:54:35.2,1180,1587488203.8038797
141:09:46.4,-25:43:22.4,1181,1587488207.4112394
141:17:53.1,-25:34:57.2,1182,1587488210.9866507
141:28:40.0,-25:23:42.7,1183,1587488214.5945563
141:39:24.7,-25:12:27.3,1184,1587488218.2016804
141:47:26.8,-25:04:00.2,1185,1587488221.810897
141:58:07.7,-24:52:43.1,1186,1587488225.417682
142:08:46.5,-24:41:25.2,1187,1587488229.0257757
142:16:44.3,-24:32:56.1,1188,1587488232.6466322
142:27:19.4,-24:21:36.6,1189,1587488236.243865
142:35:14.4,-24:13:06.4,1190,1587488239.852705
142:45:46.0,-24:01:45.4,1191,1587488243.4273393
142:56:15.4,-23:50:23.4,1192,1587488247.034237
143:04:06.3,-23:41:51.4,1193,1587488250.6413457
143:14:32.2,-23:30:28.0,1194,1587488254.2487445
143:24:56.3,-23:19:03.8,1195,1587488258.356699
143:32:43.0,-23:10:30.0,1196,1587488261.9644027
143:43:03.6,-22:59:04.3,1197,1587488265.5723295
143:53:22.3,-22:47:37.8,1198,1587488269.1469183
144:01:05.1,-22:39:02.4,1199,1587488272.7553024
144:11:20.5,-22:27:34.5,1200,1587488276.363714
144:19:00.8,-22:18:58.1,1201,1587488279.9716299
144:29:12.9,-22:07:28.8,1202,1587488283.5794578
144:39:23.3,-21:55:58.7,1203,1587488287.1543348
144:46:59.8,-21:47:20.7,1204,1587488290.7617168
144:57:07.0,-21:35:49.3,1205,1587488294.3702893
145:04:41.3,-21:27:10.3,1206,1587488297.977904
145:14:45.4,-21:15:37.7,1207,1587488301.586644
145:24:47.8,-21:04:04.3,1208,1587488305.1607482
145:32:18.4,-20:55:23.7,1209,1587488308.76803
145:42:17.8,-20:43:49.1,1210,1587488312.3777797
145:49:46.3,-20:35:07.6,1211,1587488315.9929783
145:59:42.8,-20:23:31.8,1212,1587488319.5927734
146:09:37.6,-20:11:55.2,1213,1587488323.2007682
146:17:02.7,-20:03:12.4,1214,1587488326.809268
146:26:54.7,-19:51:34.6,1215,1587488330.4179947
146:36:45.1,-19:39:56.2,1216,1587488334.0247245
146:44:06.8,-19:31:12.0,1217,1587488337.6319482
146:53:54.5,-19:19:32.4,1218,1587488341.24002
147:01:14.3,-19:10:47.3,1219,1587488344.8201432
147:10:59.3,-18:59:06.7,1220,1587488348.4225562
147:20:42.8,-18:47:25.4,1221,1587488352.0310419
147:27:59.4,-18:38:39.0,1222,1587488355.6381466
147:37:40.3,-18:26:56.7,1223,1587488359.2458513
147:44:55.1,-18:18:09.5,1224,1587488362.8416536
147:54:33.4,-18:06:26.1,1225,1587488366.4553125
148:04:10.4,-17:54:42.1,1226,1587488370.0419161
148:11:22.2,-17:45:53.7,1227,1587488373.645035
148:20:56.7,-17:34:08.7,1228,1587488377.236389
148:28:06.7,-17:25:19.5,1229,1587488380.8232405
148:37:38.8,-17:13:33.5,1230,1587488384.405131
148:44:47.0,-17:04:43.7,1231,1587488387.985656
148:54:16.9,-16:52:56.7,1232,1587488391.5976715
149:03:45.3,-16:41:09.2,1233,1587488395.1751015
149:10:50.9,-16:32:18.2,1234,1587488398.7837808
149:20:17.2,-16:20:29.8,1235,1587488402.4596496
149:29:42.1,-16:08:40.8,1236,1587488406.0733047
149:36:45.1,-15:59:48.8,1237,1587488409.6768463
149:46:07.9,-15:47:58.9,1238,1587488413.3191874
149:53:09.2,-15:39:06.2,1239,1587488416.8951719
150:02:30.0,-15:27:15.5,1240,1587488420.4707565
150:11:49.5,-15:15:24.3,1241,1587488424.0466585
150:18:48.4,-15:06:30.6,1242,1587488427.6564372
150:28:05.9,-14:54:38.5,1243,1587488431.232669
150:35:03.4,-14:45:44.2,1244,1587488434.8413568
150:44:18.9,-14:33:51.4,1245,1587488438.418152
150:51:14.9,-14:24:56.4,1246,1587488441.9949582
151:00:28.5,-14:13:02.8,1247,1587488445.5708318
151:09:41.0,-14:01:08.7,1248,1587488449.147196
151:16:34.8,-13:52:12.9,1249,1587488452.7247808
151:25:45.5,-13:40:18.1,1250,1587488456.332303
151:32:37.9,-13:31:21.7,1251,1587488459.9083571
151:41:46.9,-13:19:26.1,1252,1587488463.4868577
151:50:54.8,-13:07:30.1,1253,1587488467.0610967
151:57:45.2,-12:58:32.9,1254,1587488470.636998
152:06:51.4,-12:46:36.2,1255,1587488474.2142901
152:13:40.4,-12:37:38.5,1256,1587488477.823447
152:22:45.1,-12:25:41.1,1257,1587488481.431801
152:31:48.7,-12:13:43.4,1258,1587488485.0079663
152:38:35.9,-12:04:44.9,1259,1587488488.5849867
152:47:37.9,-11:52:46.5,1260,1587488492.1607885
152:54:23.9,-11:43:47.5,1261,1587488495.770513
153:03:24.5,-11:31:48.5,1262,1587488499.3477118
153:10:09.4,-11:22:49.0,1263,1587488502.9242566
153:19:08.5,-11:10:49.4,1264,1587488506.5003343
153:28:06.8,-10:58:49.5,1265,1587488510.0758271
153:34:49.9,-10:49:49.3,1266,1587488513.652824
153:43:46.8,-10:37:48.8,1267,1587488517.228358
153:50:28.9,-10:28:48.2,1268,1587488520.8060906
153:59:24.5,-10:16:47.1,1269,1587488524.3810267
154:06:05.6,-10:07:46.1,1270,1587488527.9907448
154:14:59.8,-9:55:44.5,1271,1587488531.567704
154:23:53.3,-9:43:42.6,1272,1587488535.177361
154:30:32.9,-9:34:41.0,1273,1587488538.7524855
154:39:25.1,-9:22:38.6,1274,1587488542.3286939
154:46:03.9,-9:13:36.6,1275,1587488545.9381957
154:54:55.0,-9:01:33.7,1276,1587488549.5146
155:03:45.4,-8:49:30.5,1277,1587488553.090716
155:10:22.8,-8:40:28.0,1278,1587488556.6672652
155:19:12.1,-8:28:24.4,1279,1587488560.2433925
155:25:48.7,-8:19:21.5,1280,1587488563.8525114
155:34:36.9,-8:07:17.4,1281,1587488567.4281764
155:43:24.6,-7:55:13.1,1282,1587488571.005434
155:50:00.0,-7:46:09.8,1283,1587488574.5840473
155:58:46.6,-7:34:05.1,1284,1587488578.1908011
156:05:21.3,-7:25:01.4,1285,1587488581.8119135
156:14:07.0,-7:12:56.3,1286,1587488585.4109268
156:20:41.0,-7:03:52.4,1287,1587488588.9881966
156:29:25.8,-6:51:46.9,1288,1587488592.642917
156:38:10.2,-6:39:41.2,1289,1587488596.2422247
156:44:43.1,-6:30:36.9,1290,1587488599.8516307
156:53:26.6,-6:18:30.9,1291,1587488603.432908
157:02:09.7,-6:06:24.7,1292,1587488607.0371149
157:08:41.7,-5:57:19.9,1293,1587488610.6470273
157:17:24.0,-5:45:13.4,1294,1587488614.222559
157:23:55.5,-5:36:08.4,1295,1587488617.8324025
157:32:37.1,-5:24:01.6,1296,1587488621.4084873
157:39:08.1,-5:14:56.4,1297,1587488624.9846847
157:47:49.0,-5:02:49.4,1298,1587488628.5942929
157:56:29.6,-4:50:42.1,1299,1587488632.170036
158:02:59.8,-4:41:36.6,1300,1587488635.7795022
158:11:39.8,-4:29:29.2,1301,1587488639.3565736
158:18:09.6,-4:20:23.5,1302,1587488642.933691
158:26:49.1,-4:08:15.8,1303,1587488646.5429053
158:35:28.2,-3:56:08.0,1304,1587488650.151587
158:41:57.4,-3:47:02.0,1305,1587488653.7282314
158:50:36.1,-3:34:54.0,1306,1587488657.3048398
158:57:05.0,-3:25:47.9,1307,1587488660.9139879
159:05:43.3,-3:13:39.7,1308,1587488664.4897108
159:14:21.3,-3:01:31.4,1309,1587488668.099499
159:20:49.6,-2:52:25.1,1310,1587488671.683472
159:29:27.3,-2:40:16.7,1311,1587488675.2850833
159:35:55.4,-2:31:10.3,1312,1587488678.8610413
159:44:32.8,-2:19:01.7,1313,1587488682.4372027
159:53:10.0,-2:06:53.0,1314,1587488686.013844
159:59:37.8,-1:57:46.5,1315,1587488689.5887816
160:08:14.8,-1:45:37.7,1316,1587488693.198787
160:14:42.4,-1:36:31.1,1317,1587488696.789226
160:23:19.1,-1:24:22.2,1318,1587488700.3793333
160:29:46.6,-1:15:15.5,1319,1587488703.9733663
160:38:23.2,-1:03:06.6,1320,1587488707.5691898
160:46:59.8,-0:50:57.6,1321,1587488711.1711984
160:53:27.1,-0:41:50.8,1322,1587488714.7678137
161:02:03.5,-0:29:41.8,1323,1587488718.3683476
161:08:30.8,-0:20:35.0,1324,1587488721.9705155
161:17:07.2,-0:08:26.0,1325,1587488725.5748062
161:25:43.6,0:03:43.1,1326,1587488729.1787977
161:32:10.9,0:12:49.9,1327,1587488732.7842865
161:40:47.3,0:24:59.0,1328,1587488736.355509
161:47:14.6,0:34:05.8,1329,1587488739.9606209
161:55:51.1,0:46:14.8,1330,1587488743.5666144
162:04:27.6,0:58:23.9,1331,1587488747.1752915
162:10:55.1,1:07:30.7,1332,1587488750.7793806
162:19:31.7,1:19:39.7,1333,1587488754.3870227
162:25:59.3,1:28:46.4,1334,1587488757.9924326
162:34:36.2,1:40:55.3,1335,1587488761.5759895
162:43:13.2,1:53:04.2,1336,1587488765.17916
162:49:41.0,2:02:10.9,1337,1587488768.7566843
162:58:18.2,2:14:19.7,1338,1587488772.374091
163:04:46.2,2:23:26.3,1339,1587488775.9758518
163:13:23.8,2:35:35.0,1340,1587488779.5513902
163:22:01.5,2:47:43.6,1341,1587488783.1269493
163:28:29.9,2:56:50.0,1342,1587488786.7350123
163:37:08.0,3:08:58.5,1343,1587488790.3433092
163:43:36.7,3:18:04.9,1344,1587488793.9508398
163:52:15.2,3:30:13.2,1345,1587488797.5258448
164:00:53.9,3:42:21.5,1346,1587488801.133823
164:07:23.2,3:51:27.6,1347,1587488804.7409465
164:16:02.4,4:03:35.7,1348,1587488808.3152907
164:22:32.0,4:12:41.7,1349,1587488811.9238422
164:31:11.8,4:24:49.6,1350,1587488815.5306733
164:39:51.9,4:36:57.4,1351,1587488819.1051908
164:46:22.2,4:46:03.1,1352,1587488822.7154067
164:55:02.9,4:58:10.7,1353,1587488826.3213758
165:01:33.6,5:07:16.2,1354,1587488829.895682
165:10:14.9,5:19:23.5,1355,1587488833.504021
165:18:56.6,5:31:30.7,1356,1587488837.1093981
165:25:28.2,5:40:36.0,1357,1587488840.716915
165:34:10.6,5:52:42.8,1358,1587488844.324626
165:40:42.7,6:01:47.9,1359,1587488847.9316525
165:49:25.8,6:13:54.5,1360,1587488851.5393424
165:58:09.5,6:26:00.9,1361,1587488855.1135945
166:04:42.5,6:35:05.6,1362,1587488858.7204254
166:13:27.0,6:47:11.7,1363,1587488862.3278005
166:20:00.6,6:56:16.2,1364,1587488865.9360116
166:28:46.0,7:08:22.0,1365,1587488869.5431767
166:37:31.8,7:20:27.5,1366,1587488873.1508455
166:44:06.6,7:29:31.6,1367,1587488876.7587118
166:52:53.4,7:41:36.8,1368,1587488880.36524
166:59:28.9,7:50:40.5,1369,1587488883.9721549
167:08:16.7,8:02:45.4,1370,1587488887.5794888
167:17:05.0,8:14:50.0,1371,1587488891.1891901
167:23:41.8,8:23:53.2,1372,1587488894.7990334
167:32:31.2,8:35:57.4,1373,1587488898.3821514
167:39:08.7,8:45:00.4,1374,1587488901.9845736
167:47:59.3,8:57:04.2,1375,1587488905.5933893
167:56:50.5,9:09:07.6,1376,1587488909.168726
168:03:29.4,9:18:10.1,1377,1587488912.744924
168:12:21.8,9:30:13.1,1378,1587488916.3209891
168:19:01.6,9:39:15.2,1379,1587488919.896071
168:27:55.2,9:51:17.8,1380,1587488923.472129
168:36:49.7,10:03:20.0,1381,1587488927.080814
168:43:30.9,10:12:21.5,1382,1587488930.688901
168:52:26.6,10:24:23.3,1383,1587488934.299075
168:59:08.9,10:33:24.4,1384,1587488937.9140637
169:08:06.0,10:45:25.6,1385,1587488941.529442
169:17:03.9,10:57:26.5,1386,1587488945.1246684
169:23:47.8,11:06:27.0,1387,1587488948.7332904
169:32:47.1,11:18:27.4,1388,1587488952.3759873
169:39:32.1,11:27:27.4,1389,1587488955.9845467
169:48:32.9,11:39:27.1,1390,1587488959.559282
169:57:34.6,11:51:26.6,1391,1587488963.1682856
170:04:21.4,12:00:25.9,1392,1587488966.7753675
170:13:24.6,12:12:24.7,1393,1587488970.3836257
170:20:12.6,12:21:23.6,1394,1587488973.9914372
170:29:17.5,12:33:21.7,1395,1587488977.5996232
170:38:23.2,12:45:19.5,1396,1587488981.1772008
170:45:13.2,12:54:17.6,1397,1587488984.7815714
170:54:20.7,13:06:14.7,1398,1587488988.3899536
171:03:29.2,13:18:11.5,1399,1587488992.0978904
171:10:21.1,13:27:08.8,1400,1587488995.6726472
171:19:31.4,13:39:04.8,1401,1587488999.2799206
171:26:24.7,13:48:01.5,1402,1587489002.8549585
171:35:36.8,13:59:56.8,1403,1587489006.4637733
171:44:49.9,14:11:51.7,1404,1587489010.0713453
171:51:45.5,14:20:47.6,1405,1587489013.679168
172:01:00.5,14:32:41.7,1406,1587489017.2867866
172:07:57.5,14:41:37.0,1407,1587489020.8953407
172:17:14.5,14:53:30.4,1408,1587489024.500789
172:26:32.6,15:05:23.3,1409,1587489028.108378
172:33:31.9,15:14:17.6,1410,1587489031.7171342
172:42:52.1,15:26:09.7,1411,1587489035.3246443
172:49:53.0,15:35:03.4,1412,1587489038.932458
172:59:15.3,15:46:54.7,1413,1587489042.5404294
173:08:38.7,15:58:45.4,1414,1587489046.1476285
173:15:42.2,16:07:38.1,1415,1587489049.7551074
173:25:07.8,16:19:28.0,1416,1587489053.3625898
173:32:12.9,16:28:20.1,1417,1587489056.9696887
173:41:40.8,16:40:09.1,1418,1587489060.5445619
173:51:10.0,16:51:57.5,1419,1587489064.1523156
174:05:26.2,17:09:39.2,1420,1587489070.0246685
174:12:35.5,17:18:29.6,1421,1587489073.632971
174:22:09.0,17:30:16.3,1422,1587489077.2077525
174:29:20.1,17:39:05.9,1423,1587489080.8158026
174:38:56.0,17:50:51.7,1424,1587489084.4214635
174:48:33.4,18:02:36.8,1425,1587489088.0297709
174:55:47.3,18:11:25.3,1426,1587489091.63772
175:05:27.2,18:23:09.4,1427,1587489095.2455158
175:12:43.1,18:31:57.1,1428,1587489098.853821
175:22:25.5,18:43:40.2,1429,1587489102.4606721
175:32:09.4,18:55:22.7,1430,1587489106.0677671
175:39:28.4,19:04:09.2,1431,1587489109.675772
175:49:15.0,19:15:50.6,1432,1587489113.2496328
175:56:36.0,19:24:36.2,1433,1587489116.8578725
176:06:25.3,19:36:16.5,1434,1587489120.4651935
176:16:16.1,19:47:56.1,1435,1587489124.039434
176:23:40.3,19:56:40.4,1436,1587489127.647543
176:33:34.1,20:08:19.0,1437,1587489131.2552888
176:41:00.4,20:17:02.4,1438,1587489134.8633428
176:50:57.0,20:28:39.7,1439,1587489138.470674
177:00:55.2,20:40:16.3,1440,1587489142.0778484
177:08:24.9,20:48:58.4,1441,1587489145.685173
177:18:26.1,21:00:33.8,1442,1587489149.2926836
177:25:58.2,21:09:14.9,1443,1587489152.9009535
177:36:02.4,21:20:49.1,1444,1587489156.5083005
177:46:08.4,21:32:22.5,1445,1587489160.1160467
177:53:44.0,21:41:02.1,1446,1587489163.7241085
178:03:53.1,21:52:34.3,1447,1587489167.2973168
178:11:31.1,22:01:12.9,1448,1587489170.9048934
178:21:43.4,22:12:43.7,1449,1587489174.5120075
178:31:57.5,22:24:13.8,1450,1587489178.1195858
178:39:39.3,22:32:50.9,1451,1587489181.7281146
178:49:56.7,22:44:19.6,1452,1587489185.3693898
178:57:41.0,22:52:55.6,1453,1587489188.9432273
179:08:01.8,23:04:22.9,1454,1587489192.5858002
179:18:24.5,23:15:49.4,1455,1587489196.193745
179:26:12.8,23:24:23.7,1456,1587489199.800679
179:36:38.9,23:35:48.8,1457,1587489203.375346
179:44:29.8,23:44:22.0,1458,1587489206.9846315
179:54:59.5,23:55:45.6,1459,1587489210.5912824
-179:54:28.8,24:07:08.4,1460,1587489214.1981375
-179:46:33.7,24:15:39.8,1461,1587489217.8057208
-179:35:58.4,24:27:01.1,1462,1587489221.4126673
-179:25:21.0,24:38:21.4,1463,1587489225.019723
-179:17:21.5,24:46:51.0,1464,1587489228.627823
-179:06:40.4,24:58:09.8,1465,1587489232.20147
-178:58:38.2,25:06:38.3,1466,1587489235.8086236
-178:47:53.2,25:17:55.4,1467,1587489239.4163988
-178:39:48.1,25:26:22.7,1468,1587489242.9898767
-178:28:59.3,25:37:38.2,1469,1587489246.564114
-178:18:08.3,25:48:52.7,1470,1587489250.1381023
-178:09:58.5,25:57:18.0,1471,1587489253.7116408
-177:59:03.6,26:08:30.9,1472,1587489257.2862277
-177:48:06.2,26:19:42.8,1473,1587489261.8156688
-177:37:06.6,26:30:53.7,1474,1587489265.4000838
-177:28:50.4,26:39:16.2,1475,1587489268.9745653
-177:17:46.7,26:50:25.3,1476,1587489272.5821786
-177:06:40.6,27:01:33.4,1477,1587489276.1575036
-176:58:19.4,27:09:53.8,1478,1587489279.764162
-176:47:09.0,27:21:00.1,1479,1587489283.3385677
-176:38:44.7,27:29:19.1,1480,1587489286.9461875
-176:27:30.0,27:40:23.5,1481,1587489290.5194027
-176:16:12.9,27:51:26.9,1482,1587489294.1269162
-176:07:43.4,27:59:43.7,1483,1587489297.7010558
-175:56:21.8,28:10:45.1,1484,1587489301.2839448
