Long,Lat,#,Time
-47:51:56.4,22:45:10.9,1971,1587491054.4087386
-47:41:38.4,22:33:41.8,1972,1587491058.0171742
-47:33:56.2,22:25:04.4,1973,1587491061.595255
-47:23:41.5,22:13:34.0,1974,1587491065.1974456
-47:16:01.7,22:04:55.6,1975,1587491068.7708793
-47:05:50.2,21:53:23.8,1976,1587491072.3468146
-46:58:12.8,21:44:44.5,1977,1587491075.9192915
-46:48:04.5,21:33:11.4,1978,1587491079.493809
-46:37:58.0,21:21:37.5,1979,1587491083.0678074
-46:30:24.2,21:12:56.6,1980,1587491086.6409981
-46:20:20.8,21:01:21.5,1981,1587491090.2156959
-46:12:49.3,20:52:39.7,1982,1587491093.7901464
-46:02:48.8,20:41:03.4,1983,1587491097.364209
-45:55:19.6,20:32:20.6,1984,1587491100.9378355
-45:45:22.1,20:20:43.1,1985,1587491104.511585
-45:35:26.2,20:09:04.8,1986,1587491108.0870435
-45:28:00.4,20:00:20.7,1987,1587491111.6604152
-45:18:07.4,19:48:41.3,1988,1587491115.2347617
-45:10:43.7,19:39:56.3,1989,1587491118.8083663
-45:00:53.4,19:28:15.7,1990,1587491122.3829372
-44:53:31.8,19:19:29.9,1991,1587491125.9566586
-44:43:44.3,19:07:48.2,1992,1587491129.5306802
-44:33:58.3,18:56:05.9,1993,1587491133.1052446
-44:26:39.8,18:47:18.8,1994,1587491136.7127335
-44:16:56.5,18:35:35.4,1995,1587491140.2867389
-44:09:39.9,18:26:47.5,1996,1587491143.894713
-43:59:59.2,18:15:03.1,1997,1587491147.4683893
-43:50:19.9,18:03:18.1,1998,1587491151.0427089
-43:43:06.3,17:54:28.9,1999,1587491154.6165833
-43:33:29.5,17:42:42.9,2000,1587491158.1901321
-43:26:17.8,17:33:53.0,2001,1587491161.7649736
-43:16:43.4,17:22:06.0,2002,1587491165.3380792
-43:09:33.5,17:13:15.4,2003,1587491168.9136138
-43:00:01.5,17:01:27.4,2004,1587491172.5258944
-42:50:30.8,16:49:38.9,2005,1587491176.095427
-42:43:23.7,16:40:47.2,2006,1587491179.7150006
-42:33:55.3,16:28:57.7,2007,1587491183.3096557
-42:26:49.9,16:20:05.3,2008,1587491186.884522
-42:17:23.7,16:08:15.0,2009,1587491190.4584057
-42:07:58.8,15:56:24.1,2010,1587491194.03236
-42:00:56.0,15:47:30.7,2011,1587491197.6061058
-41:51:33.2,15:35:39.0,2012,1587491201.1807795
-41:44:31.9,15:26:44.9,2013,1587491204.754865
-41:35:11.3,15:14:52.3,2014,1587491208.3285317
-41:28:11.6,15:05:57.6,2015,1587491211.9365573
-41:18:52.9,14:54:04.3,2016,1587491215.5156956
-41:09:35.5,14:42:10.4,2017,1587491219.0843904
-41:02:38.1,14:33:14.8,2018,1587491222.6577032
-40:53:22.6,14:21:20.2,2019,1587491226.2325008
-40:46:26.7,14:12:23.9,2020,1587491229.8065462
-40:37:13.1,14:00:28.6,2021,1587491233.3861327
-40:30:18.6,13:51:31.8,2022,1587491236.9566333
-40:21:06.9,13:39:35.7,2023,1587491240.52899
-40:11:56.2,13:27:39.2,2024,1587491244.1035354
-40:05:03.8,13:18:41.5,2025,1587491247.677251
-39:55:54.9,13:06:44.3,2026,1587491251.2511086
-39:49:03.8,12:57:46.1,2027,1587491254.8252923
-39:39:56.6,12:45:48.2,2028,1587491258.431912
-39:30:50.4,12:33:49.9,2029,1587491262.0063727
-39:24:01.3,12:24:51.0,2030,1587491265.579868
-39:14:56.7,12:12:52.0,2031,1587491269.1544685
-39:08:08.8,12:03:52.6,2032,1587491272.7281923
-38:59:05.8,11:51:53.0,2033,1587491276.3017728
-38:52:19.2,11:42:53.1,2034,1587491279.8766475
-38:43:17.7,11:30:53.0,2035,1587491283.452224
-38:34:17.1,11:18:52.4,2036,1587491287.0244977
-38:27:32.2,11:09:51.8,2037,1587491290.5977893
-38:18:33.1,10:57:50.7,2038,1587491294.1711006
-38:11:49.2,10:48:49.7,2039,1587491297.7491422
-38:02:51.5,10:36:48.1,2040,1587491301.4853675
-37:53:54.6,10:24:46.1,2041,1587491305.059664
-37:47:12.4,10:15:44.4,2042,1587491308.6341588
-37:38:16.8,10:03:42.0,2043,1587491312.2076454
-37:31:35.6,9:54:39.9,2044,1587491315.780834
-37:22:41.3,9:42:36.9,2045,1587491319.3556085
-37:16:01.1,9:33:34.5,2046,1587491322.929114
-37:07:08.0,9:21:31.0,2047,1587491326.536072
-36:58:15.7,9:09:27.3,2048,1587491330.1103544
-36:51:36.9,9:00:24.3,2049,1587491333.6843
-36:42:45.7,8:48:20.1,2050,1587491337.2583265
-36:36:07.7,8:39:16.8,2051,1587491340.831953
-36:27:17.7,8:27:12.1,2052,1587491344.4073458
-36:20:40.5,8:18:08.5,2053,1587491347.9805603
-36:11:51.5,8:06:03.4,2054,1587491351.554875
-36:03:03.1,7:53:58.1,2055,1587491355.1622245
-35:56:27.2,7:44:54.0,2056,1587491358.7358902
-35:47:39.8,7:32:48.4,2057,1587491362.3105478
-35:41:04.7,7:23:44.0,2058,1587491365.8840961
-35:32:18.2,7:11:37.9,2059,1587491369.490599
-35:23:32.3,6:59:31.7,2060,1587491373.0655017
-35:16:58.2,6:50:26.9,2061,1587491376.6390593
-35:08:13.2,6:38:20.3,2062,1587491380.2138789
-35:01:39.8,6:29:15.2,2063,1587491383.79666
-34:52:55.6,6:17:08.3,2064,1587491387.394447
-34:46:22.8,6:08:03.0,2065,1587491390.9679475
-34:37:39.4,5:55:55.8,2066,1587491394.5760794
-34:28:56.4,5:43:48.4,2067,1587491398.149978
-34:22:24.5,5:34:42.8,2068,1587491401.8287919
-34:13:42.2,5:22:35.1,2069,1587491405.3982275
-34:07:10.8,5:13:29.3,2070,1587491408.973744
-33:58:29.2,5:01:21.4,2071,1587491412.6259105
-33:49:48.0,4:49:13.4,2072,1587491416.2241585
-33:43:17.4,4:40:07.2,2073,1587491419.798469
-33:34:36.8,4:27:59.0,2074,1587491423.3733907
-33:28:06.6,4:18:52.7,2075,1587491426.9475632
-33:19:26.5,4:06:44.2,2076,1587491430.520537
-33:10:46.8,3:54:35.6,2077,1587491434.0950885
-33:04:17.2,3:45:29.1,2078,1587491437.6686778
-32:55:37.9,3:33:20.3,2079,1587491441.2425075
-32:49:08.7,3:24:13.7,2080,1587491444.816375
-32:40:29.9,3:12:04.7,2081,1587491448.3905776
-32:34:00.9,3:02:58.0,2082,1587491451.9647162
-32:25:22.5,2:50:48.9,2083,1587491455.53861
-32:16:44.3,2:38:39.7,2084,1587491459.1126013
-32:10:15.8,2:29:32.8,2085,1587491462.6869388
-32:01:37.9,2:17:23.5,2086,1587491466.2605436
-31:55:09.6,2:08:16.6,2087,1587491469.835421
-31:46:32.1,1:56:07.2,2088,1587491473.4434848
-31:37:54.6,1:43:57.8,2089,1587491477.0504246
-31:31:26.6,1:34:50.7,2090,1587491480.624391
-31:22:49.4,1:22:41.2,2091,1587491484.231473
-31:16:21.6,1:13:34.0,2092,1587491487.8059084
-31:05:35.3,0:58:22.1,2093,1587491492.0140166
-30:59:07.5,0:49:14.9,2094,1587491495.587747
-30:50:30.6,0:37:05.3,2095,1587491499.1609027
-30:44:03.0,0:27:58.1,2096,1587491502.7348504
-30:35:26.1,0:15:48.5,2097,1587491506.3426938
-30:28:58.5,0:06:41.3,2098,1587491509.9166808
-30:20:21.7,-0:05:28.3,2099,1587491513.4898033
-30:11:44.9,-0:17:37.9,2100,1587491517.0643198
-30:05:17.3,-0:26:45.1,2101,1587491520.6377513
-29:56:40.4,-0:38:54.7,2102,1587491524.21185
-29:50:12.8,-0:48:01.9,2103,1587491527.8210077
-29:41:35.8,-1:00:11.4,2104,1587491531.3943381
-29:35:08.1,-1:09:18.5,2105,1587491534.9673958
-29:26:31.1,-1:21:28.0,2106,1587491538.5412555
-29:17:53.9,-1:33:37.4,2107,1587491542.7126565
-29:09:16.6,-1:45:46.8,2108,1587491546.288939
-29:02:48.6,-1:54:53.8,2109,1587491549.8631747
-28:54:11.1,-2:07:03.0,2110,1587491553.436898
-28:45:33.5,-2:19:12.2,2111,1587491557.0112557
-28:39:05.2,-2:28:19.1,2112,1587491560.5853925
-28:30:27.3,-2:40:28.2,2113,1587491564.1592329
-28:23:58.7,-2:49:34.9,2114,1587491567.7336395
-28:15:20.5,-3:01:43.8,2115,1587491571.3078458
-28:08:51.7,-3:10:50.5,2116,1587491574.8821275
-28:00:13.0,-3:22:59.2,2117,1587491578.4891522
-27:51:34.2,-3:35:07.9,2118,1587491582.1438868
-27:45:04.8,-3:44:14.3,2119,1587491585.7463155
-27:36:25.5,-3:56:22.8,2120,1587491589.3440304
-27:29:55.8,-4:05:29.1,2121,1587491592.9923553
-27:21:16.0,-4:17:37.3,2122,1587491596.5955331
-27:12:35.9,-4:29:45.5,2123,1587491600.1689918
-27:06:05.6,-4:38:51.5,2124,1587491603.7427282
-26:57:24.9,-4:50:59.4,2125,1587491607.3169677
-26:50:54.2,-5:00:05.2,2126,1587491610.8909955
-26:42:12.9,-5:12:12.8,2127,1587491614.465111
-26:33:31.2,-5:24:20.3,2128,1587491618.0385106
-26:26:59.7,-5:33:25.8,2129,1587491621.6461983
-26:18:17.4,-5:45:33.0,2130,1587491625.2204278
-26:11:45.4,-5:54:38.3,2131,1587491628.8278675
-26:03:02.3,-6:06:45.2,2132,1587491632.402334
-25:56:29.7,-6:15:50.2,2133,1587491635.9766278
-25:47:45.8,-6:27:56.8,2134,1587491639.5506494
-25:39:01.5,-6:40:03.2,2135,1587491643.1243627
-25:32:28.0,-6:49:07.8,2136,1587491646.6986363
-25:23:42.8,-7:01:13.9,2137,1587491650.272629
-25:17:08.6,-7:10:18.3,2138,1587491653.8461885
-25:08:22.6,-7:22:23.9,2139,1587491657.41963
-25:01:47.7,-7:31:28.0,2140,1587491660.9944236
-24:53:00.7,-7:43:33.3,2141,1587491664.5679443
-24:44:13.2,-7:55:38.4,2142,1587491668.1424289
-24:37:37.2,-8:04:42.0,2143,1587491671.7167184
-24:28:48.6,-8:16:46.6,2144,1587491675.290427
-24:22:11.8,-8:25:49.9,2145,1587491678.8648756
-24:13:22.2,-8:37:54.1,2146,1587491682.4382591
-24:04:32.0,-8:49:58.1,2147,1587491686.0129817
-23:57:53.9,-8:59:00.8,2148,1587491689.6201265
-23:49:02.5,-9:11:04.3,2149,1587491693.194995
-23:42:23.6,-9:20:06.7,2150,1587491696.8026397
-23:33:31.0,-9:32:09.7,2151,1587491700.377021
-23:26:51.2,-9:41:11.8,2152,1587491703.9509017
-23:17:57.4,-9:53:14.3,2153,1587491707.5251944
-23:09:02.9,-10:05:16.4,2154,1587491711.132996
-23:02:21.6,-10:14:17.9,2155,1587491714.7161634
-22:53:25.8,-10:26:19.5,2156,1587491718.3152862
-22:46:43.5,-10:35:20.6,2157,1587491721.8891869
-22:37:46.3,-10:47:21.7,2158,1587491725.4629157
-22:28:48.4,-10:59:22.4,2159,1587491729.037545
-22:22:04.4,-11:08:22.8,2160,1587491732.6108036
-22:13:05.1,-11:20:23.0,2161,1587491736.1849744
-22:06:20.0,-11:29:22.9,2162,1587491739.7581637
-21:57:19.2,-11:41:22.5,2163,1587491743.3332493
-21:50:33.0,-11:50:21.9,2164,1587491746.939582
-21:41:30.7,-12:02:20.9,2165,1587491750.5148616
-21:32:27.4,-12:14:19.5,2166,1587491754.088391
-21:25:39.4,-12:23:18.2,2167,1587491757.662531
-21:16:34.6,-12:35:16.1,2168,1587491761.2371626
-21:09:45.3,-12:44:14.3,2169,1587491764.8103828
-21:00:38.8,-12:56:11.6,2170,1587491768.3853214
-20:53:48.3,-13:05:09.2,2171,1587491771.966454
-20:44:40.2,-13:17:05.8,2172,1587491775.567514
-20:35:31.0,-13:29:01.9,2173,1587491779.1420734
-20:28:38.4,-13:37:58.8,2174,1587491782.716151
-20:19:27.5,-13:49:54.2,2175,1587491786.2893896
-20:12:33.5,-13:58:50.5,2176,1587491789.863428
-20:03:20.8,-14:10:45.1,2177,1587491793.4376566
-19:54:06.9,-14:22:39.3,2178,1587491797.0113933
-19:47:10.8,-14:31:34.7,2179,1587491800.585698
-19:37:55.0,-14:43:28.1,2180,1587491804.1593323
-19:30:57.4,-14:52:22.9,2181,1587491807.733265
-19:21:39.7,-15:04:15.5,2182,1587491811.3077886
-19:14:40.6,-15:13:09.7,2183,1587491814.8813372
-19:05:20.9,-15:25:01.5,2184,1587491818.4558837
-18:55:59.9,-15:36:52.8,2185,1587491822.0992393
-18:48:58.4,-15:45:45.9,2186,1587491825.6804187
-18:39:35.4,-15:57:36.3,2187,1587491829.2791839
-18:32:32.3,-16:06:28.8,2188,1587491832.9214456
-18:23:07.1,-16:18:18.4,2189,1587491836.4955602
-18:13:40.7,-16:30:07.4,2190,1587491840.069424
-18:06:35.0,-16:38:58.8,2191,1587491843.6435673
-17:57:06.3,-16:50:46.9,2192,1587491847.2176328
-17:49:58.9,-16:59:37.6,2193,1587491850.7910085
-17:40:27.9,-17:11:24.8,2194,1587491854.3658948
-17:33:18.8,-17:20:14.8,2195,1587491857.9391546
-17:23:45.5,-17:32:00.9,2196,1587491861.5142503
-17:14:10.8,-17:43:46.5,2197,1587491865.0874457
-17:06:58.9,-17:52:35.3,2198,1587491868.6616683
-16:57:21.7,-18:04:19.9,2199,1587491872.4363787
-16:47:43.2,-18:16:03.9,2200,1587491876.0105984
-16:40:28.3,-18:24:51.5,2201,1587491879.5861337
-16:30:47.2,-18:36:34.5,2202,1587491883.1581914
-16:23:30.4,-18:45:21.3,2203,1587491886.7438917
-16:13:46.8,-18:57:03.2,2204,1587491890.3395176
-16:06:28.0,-19:05:49.2,2205,1587491893.9142475
-15:56:41.7,-19:17:29.9,2206,1587491897.487723
-15:46:53.9,-19:29:10.1,2207,1587491901.0614405
-15:39:32.0,-19:37:54.7,2208,1587491904.636543
-15:29:41.4,-19:49:33.7,2209,1587491908.2097356
-15:22:17.5,-19:58:17.5,2210,1587491911.7849271
-15:12:24.1,-20:09:55.3,2211,1587491915.3581357
-15:04:58.0,-20:18:38.2,2212,1587491918.9328573
-14:55:01.8,-20:30:14.9,2213,1587491922.506886
-14:45:03.9,-20:41:50.8,2214,1587491926.0808494
-14:37:34.4,-20:50:32.3,2215,1587491929.655473
-14:27:33.6,-21:02:07.0,2216,1587491933.2288496
-14:20:01.9,-21:10:47.5,2217,1587491936.8031752
-14:09:58.0,-21:22:20.9,2218,1587491940.3770106
-14:02:24.0,-21:31:00.5,2219,1587491943.9509063
-13:52:17.1,-21:42:32.7,2220,1587491947.525085
-13:42:08.5,-21:54:04.0,2221,1587491951.0993464
-13:34:30.8,-22:02:42.1,2222,1587491954.676411
-13:24:19.0,-22:14:12.1,2223,1587491958.2469807
-13:16:38.9,-22:22:49.1,2224,1587491961.8209105
-13:06:23.8,-22:34:17.8,2225,1587491965.3953598
-12:56:06.9,-22:45:45.7,2226,1587491969.0028455
-12:48:23.0,-22:54:21.1,2227,1587491972.576848
-12:38:02.7,-23:05:47.6,2228,1587491976.1848807
-12:30:16.2,-23:14:21.9,2229,1587491979.7575655
-12:19:52.6,-23:25:46.9,2230,1587491983.3321018
-12:12:03.6,-23:34:20.1,2231,1587491986.9052296
-12:01:36.5,-23:45:43.7,2232,1587491990.4787
-11:51:07.4,-23:57:06.4,2233,1587491994.0532405
-11:43:14.2,-24:05:37.9,2234,1587491997.6270401
-11:32:41.5,-24:16:59.0,2235,1587492001.2060976
-11:24:45.7,-24:25:29.4,2236,1587492004.8089967
-11:14:09.4,-24:36:49.0,2237,1587492008.3833783
-11:06:10.8,-24:45:18.1,2238,1587492011.9571488
-10:55:30.8,-24:56:36.2,2239,1587492015.532731
-10:44:48.7,-25:07:53.3,2240,1587492019.1055777
-10:36:45.7,-25:16:20.5,2241,1587492022.6795795
-10:25:59.8,-25:27:36.0,2242,1587492026.252964
-10:17:53.9,-25:36:02.0,2243,1587492029.8275836
-10:07:04.1,-25:47:15.8,2244,1587492033.4039521
-9:53:28.8,-26:01:16.8,2245,1587492038.1752217
-9:45:17.8,-26:09:40.6,2246,1587492041.7817454
-9:34:21.3,-26:20:51.5,2247,1587492045.356552
-9:26:07.3,-26:29:14.0,2248,1587492048.9307206
-9:15:06.7,-26:40:23.1,2249,1587492052.505114
-9:04:03.7,-26:51:31.2,2250,1587492056.0791914
-8:55:45.0,-26:59:51.6,2251,1587492059.6872814
-8:44:37.8,-27:10:57.9,2252,1587492063.260451
-8:36:15.9,-27:19:16.9,2253,1587492066.8348536
-8:25:04.5,-27:30:21.4,2254,1587492070.4091232
-8:16:39.4,-27:38:39.0,2255,1587492073.9837177
-8:05:23.7,-27:49:41.5,2256,1587492077.5572052
-7:54:05.6,-28:00:43.0,2257,1587492081.1643558
-7:45:35.3,-28:08:58.4,2258,1587492084.8645594
-7:34:12.7,-28:19:57.9,2259,1587492088.4937785
-7:22:47.5,-28:30:56.2,2260,1587492092.1359053
-7:14:12.0,-28:39:09.3,2261,1587492095.7351573
-7:02:42.3,-28:50:05.7,2262,1587492099.3100016
-6:54:03.3,-28:58:17.2,2263,1587492102.9171355
-6:42:29.0,-29:09:11.5,2264,1587492106.491557
-6:30:52.0,-29:20:04.6,2265,1587492110.0998478
-6:22:07.5,-29:28:13.7,2266,1587492113.6745744
-6:10:25.8,-29:39:04.8,2267,1587492117.248626
-6:01:37.8,-29:47:12.2,2268,1587492120.8579614
-5:49:51.3,-29:58:01.1,2269,1587492124.430944
-5:38:02.0,-30:08:48.7,2270,1587492128.0065026
-5:29:08.2,-30:16:53.6,2271,1587492131.5799441
-5:17:14.0,-30:27:39.1,2272,1587492135.1657963
-5:08:16.4,-30:35:42.3,2273,1587492138.7633045
-4:56:17.2,-30:46:25.5,2274,1587492142.37099
-4:47:15.9,-30:54:27.0,2275,1587492145.9457567
-4:35:11.6,-31:05:07.9,2276,1587492149.5205023
-4:23:04.4,-31:15:47.4,2277,1587492153.0962627
-4:10:54.2,-31:26:25.6,2278,1587492157.0355558
-4:01:44.6,-31:34:23.4,2279,1587492160.6427436
-3:49:29.1,-31:44:59.2,2280,1587492164.2503562
-3:40:15.6,-31:52:55.1,2281,1587492167.8583791
-3:27:54.8,-32:03:28.5,2282,1587492171.4670827
-3:15:31.0,-32:14:00.5,2283,1587492175.0753214
-3:06:11.0,-32:21:53.5,2284,1587492178.682553
-2:53:41.7,-32:32:22.9,2285,1587492182.2912698
-2:44:17.7,-32:40:14.1,2286,1587492185.8978617
-2:31:42.9,-32:50:41.0,2287,1587492189.507416
-2:19:04.8,-33:01:06.4,2288,1587492193.1210337
-2:09:34.2,-33:08:54.5,2289,1587492196.7215946
-1:56:50.5,-33:19:17.3,2290,1587492200.3311431
-1:47:15.6,-33:27:03.3,2291,1587492203.904327
-1:34:26.2,-33:37:23.4,2292,1587492207.5112646
-1:21:33.4,-33:47:42.0,2293,1587492211.08687
-1:11:51.7,-33:55:24.9,2294,1587492214.6950889
-0:58:53.1,-34:05:40.7,2295,1587492218.3029387
-0:49:06.9,-34:13:21.5,2296,1587492221.9107742
-0:36:02.3,-34:23:34.5,2297,1587492225.4851959
-0:22:54.3,-34:33:45.8,2298,1587492229.0598276
-0:13:01.0,-34:41:23.3,2299,1587492232.6675909
0:00:13.0,-34:51:31.8,2300,1587492236.5416808
0:13:30.6,-35:01:38.6,2301,1587492240.1498325
0:23:31.1,-35:09:12.6,2302,1587492243.7580082
0:36:54.9,-35:19:16.4,2303,1587492247.3663218
0:47:00.1,-35:26:48.1,2304,1587492250.9741826
1:00:30.2,-35:36:48.9,2305,1587492254.548228
1:14:03.9,-35:46:48.0,2306,1587492258.156617
1:24:16.6,-35:54:16.1,2307,1587492261.7707784
1:37:56.7,-36:04:12.0,2308,1587492265.4736118
1:51:40.5,-36:14:06.2,2309,1587492269.0817354
2:02:00.8,-36:21:30.6,2310,1587492272.6887932
2:15:51.2,-36:31:21.5,2311,1587492276.3057995
2:26:16.5,-36:38:43.5,2312,1587492279.9048026
2:40:13.5,-36:48:31.2,2313,1587492283.5127032
2:54:14.3,-36:58:17.0,2314,1587492287.121043
3:04:47.5,-37:05:35.1,2315,1587492290.6951694
3:18:55.0,-37:15:17.5,2316,1587492294.3024602
3:29:33.3,-37:22:33.1,2317,1587492297.9102607
3:43:47.7,-37:32:12.1,2318,1587492301.5285482
3:58:06.1,-37:41:49.1,2319,1587492305.131403
4:08:52.5,-37:49:00.6,2320,1587492308.735009
4:23:17.8,-37:58:34.2,2321,1587492312.3887203
4:34:09.4,-38:05:43.0,2322,1587492315.9865475
4:48:41.8,-38:15:13.0,2323,1587492319.597287
5:06:58.0,-38:27:02.6,2324,1587492324.5355422
5:21:39.6,-38:36:27.9,2325,1587492328.143733
5:32:43.4,-38:43:30.4,2326,1587492331.7512538
5:47:32.2,-38:52:52.0,2327,1587492335.3587525
5:58:41.5,-38:59:51.8,2328,1587492338.966584
6:13:37.6,-39:09:09.6,2329,1587492342.5740178
6:28:37.9,-39:18:25.3,2330,1587492346.1810796
6:39:55.9,-39:25:20.5,2331,1587492349.7899182
6:55:03.6,-39:34:32.3,2332,1587492353.397821
7:10:15.6,-39:43:41.8,2333,1587492357.0067775
7:21:42.4,-39:50:32.4,2334,1587492360.6151624
7:37:02.0,-39:59:37.9,2335,1587492364.2244768
7:48:34.5,-40:06:25.5,2336,1587492367.8379693
8:04:01.6,-40:15:27.0,2337,1587492371.4380403
8:19:33.2,-40:24:26.1,2338,1587492375.045891
8:31:14.7,-40:31:08.9,2339,1587492378.6539948
8:46:54.0,-40:40:03.8,2340,1587492382.2617385
8:58:41.4,-40:46:43.4,2341,1587492385.8707702
9:14:28.5,-40:55:34.1,2342,1587492389.4781568
9:30:20.0,-41:04:22.4,2343,1587492393.0863216
9:42:16.7,-41:10:56.9,2344,1587492396.6971753
9:58:16.2,-41:19:40.8,2345,1587492400.3009448
10:10:18.8,-41:26:12.1,2346,1587492403.9086466
10:26:26.2,-41:34:51.6,2347,1587492407.5171463
10:42:38.3,-41:43:28.5,2348,1587492411.125812
10:54:50.3,-41:49:54.5,2349,1587492414.7341647
11:11:10.5,-41:58:26.9,2350,1587492418.3414085
11:23:28.6,-42:04:49.4,2351,1587492421.954947
11:39:56.9,-42:13:17.2,2352,1587492425.5583377
11:56:29.8,-42:21:42.3,2353,1587492429.1337643
12:08:57.6,-42:27:59.3,2354,1587492432.785909
12:25:38.8,-42:36:19.7,2355,1587492436.3844838
12:38:12.8,-42:42:33.1,2356,1587492439.9921484
12:55:02.3,-42:50:48.7,2357,1587492443.6014762
13:11:56.5,-42:59:01.5,2358,1587492447.2087288
13:24:40.3,-43:05:09.2,2359,1587492450.8172715
13:41:42.9,-43:13:17.0,2360,1587492454.4245532
13:58:50.3,-43:21:22.0,2361,1587492458.031668
14:11:44.0,-43:27:23.8,2362,1587492461.6396468
14:28:59.9,-43:35:23.7,2363,1587492465.214301
14:42:00.0,-43:41:21.7,2364,1587492468.821177
14:59:24.3,-43:49:16.5,2365,1587492472.3963597
15:12:30.8,-43:55:10.6,2366,1587492475.970508
15:30:03.7,-44:03:00.1,2367,1587492479.5780177
15:47:41.5,-44:10:46.6,2368,1587492483.1857595
16:00:58.0,-44:16:34.5,2369,1587492486.793744
16:18:44.4,-44:24:15.7,2370,1587492490.401076
16:36:35.7,-44:31:53.7,2371,1587492494.0091326
16:50:02.4,-44:37:35.2,2372,1587492497.5848172
17:08:02.3,-44:45:07.8,2373,1587492501.1913838
17:21:35.5,-44:50:45.2,2374,1587492504.7987525
17:39:44.1,-44:58:12.2,2375,1587492508.7411137
17:57:57.7,-45:05:36.0,2376,1587492512.3470232
18:11:41.1,-45:11:06.7,2377,1587492515.955475
18:30:03.4,-45:18:24.7,2378,1587492519.5640368
18:48:30.7,-45:25:39.6,2379,1587492523.1379945
19:02:24.4,-45:31:03.5,2380,1587492526.7460032
19:21:00.3,-45:38:12.4,2381,1587492530.3562768
19:35:00.6,-45:43:31.9,2382,1587492533.9604375
19:53:45.3,-45:50:34.9,2383,1587492537.568867
20:12:35.0,-45:57:34.6,2384,1587492541.176591
20:26:45.6,-46:02:47.0,2385,1587492544.7847557
20:45:44.0,-46:09:40.5,2386,1587492548.3925772
21:00:01.1,-46:14:48.4,2387,1587492551.999891
21:19:08.3,-46:21:35.8,2388,1587492555.6076767
21:38:20.4,-46:28:19.7,2389,1587492559.2154205
21:52:47.8,-46:33:20.2,2390,1587492562.823399
22:12:08.7,-46:39:57.8,2391,1587492566.430791
22:31:34.5,-46:46:31.7,2392,1587492570.0393095
22:46:12.2,-46:51:24.8,2393,1587492573.6476011
23:05:46.7,-46:57:52.3,2394,1587492577.2557058
23:20:30.9,-47:02:40.5,2395,1587492580.8646195
23:45:10.6,-47:10:36.2,2396,1587492585.1378639
24:00:02.2,-47:15:18.8,2397,1587492588.745453
24:19:55.2,-47:21:32.2,2398,1587492592.3550873
24:34:53.2,-47:26:09.8,2399,1587492595.9612532
24:54:54.9,-47:32:16.6,2400,1587492599.5352747
25:15:01.4,-47:38:19.5,2401,1587492603.1427894
25:30:09.5,-47:42:49.1,2402,1587492606.750806
25:50:24.5,-47:48:45.2,2403,1587492610.3590798
26:05:38.9,-47:53:09.7,2404,1587492613.9677184
26:26:02.4,-47:58:58.8,2405,1587492617.5754464
26:46:30.7,-48:04:44.0,2406,1587492621.1833198
27:01:55.0,-48:09:00.2,2407,1587492624.7969096
27:22:31.6,-48:14:38.3,2408,1587492628.3981185
27:43:13.0,-48:20:12.3,2409,1587492632.006204
28:03:59.1,-48:25:42.2,2410,1587492636.2469761
28:19:36.7,-48:29:47.0,2411,1587492639.854472
28:40:31.0,-48:35:09.6,2412,1587492643.4629748
29:01:29.9,-48:40:28.1,2413,1587492647.0703714
29:17:17.1,-48:44:24.2,2414,1587492650.645163
29:38:24.0,-48:49:35.4,2415,1587492654.2518396
29:54:17.2,-48:53:25.9,2416,1587492657.8598883
30:15:32.1,-48:58:29.6,2417,1587492661.470971
30:36:51.4,-49:03:29.0,2418,1587492665.0761807
30:52:53.9,-49:07:10.7,2419,1587492668.6842675
31:14:21.0,-49:12:02.4,2420,1587492672.3277583
31:30:29.3,-49:15:38.4,2421,1587492675.935958
31:52:04.1,-49:20:22.5,2422,1587492679.5436456
32:13:43.2,-49:25:02.2,2423,1587492683.1170642
32:30:00.3,-49:28:29.0,2424,1587492686.726356
32:51:46.9,-49:33:00.9,2425,1587492690.3333786
33:08:09.5,-49:36:21.9,2426,1587492693.9403715
33:30:03.4,-49:40:45.9,2427,1587492697.5153208
33:52:01.4,-49:45:05.4,2428,1587492701.1224797
34:08:32.5,-49:48:17.0,2429,1587492704.7308314
34:30:37.6,-49:52:28.5,2430,1587492708.3054519
34:52:46.6,-49:56:35.3,2431,1587492712.5314307
35:14:59.6,-50:00:37.6,2432,1587492716.119195
35:31:41.8,-50:03:36.2,2433,1587492719.7277756
35:54:01.5,-50:07:30.3,2434,1587492723.335705
36:10:48.7,-50:10:22.8,2435,1587492726.909446
36:33:15.0,-50:14:08.7,2436,1587492730.5171783
36:55:44.9,-50:17:49.8,2437,1587492734.1248922
37:12:39.7,-50:20:32.5,2438,1587492737.965919
37:35:15.8,-50:24:05.3,2439,1587492741.5732987
37:57:55.5,-50:27:33.3,2440,1587492745.1810653
38:14:57.5,-50:30:06.1,2441,1587492748.755895
38:37:43.1,-50:33:25.7,2442,1587492752.3634634
38:54:49.5,-50:35:52.2,2443,1587492755.9717453
39:17:40.9,-50:39:03.2,2444,1587492759.577937
39:40:35.4,-50:42:09.4,2445,1587492763.1866746
39:57:48.4,-50:44:25.8,2446,1587492766.7610383
40:20:48.4,-50:47:23.3,2447,1587492770.3353398
40:38:05.3,-50:49:33.3,2448,1587492773.9434764
41:01:10.5,-50:52:22.2,2449,1587492777.5177312
